Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded
ALVO,16.03,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseasesÂ ,Approved,2/23/2024,"Approved February 23, 2024.",301,4256.44144,39.7087,15.57,16.03,15.76,0.029115981,0.012129099,-0.033320749,-0.075465066,0.04062,0.02185,11.48311
CLDX,37.75,Barzolvolimab (CDX-0159),Chronic spontaneous urticaria (CSU)Â ,Phase 2,2/24/2024,"Phase 2 data presented at AAAAI reported that treatment demonstrated strong improvement in UAS7 independent of omalizumab status at Week 12, noted February 24, 2024.",66,2064.51719,49.0959,37.75,37.75,51.88,0,0.317947884,-0.02696816,-0.069112477,12.27044,0.13569,0
KALV,13.69,EKTERLY (sebetralstat),Hereditary Angioedema (HAE)Â ,Phase 3,2/25/2024,"Phase 3 additional data presented at AAAAI reported that 94% of attacks required only one dose to achieve primary endpoint, noted February 25, 2024.",50,523.01376,61.1822,12.58,12.58,14.14,0,0.116899409,-0.02696816,-0.069112477,5.94943,0.12173,0
GSK,41.99,Blujepa (Gepotidacin) - (EAGLE 2/3),Uncomplicated urinary tract infection (uUTI)Â ,Phase 3,2/26/2024,"EAGLE-1 trial met its primary endpoint, noted February 26, 2024.",,67953.20198,18.0534,16.724,16.746,16.678,0.00131461,-0.002754328,-0.082418612,-0.061201826,0,0.00094,118.72581
ALLK,1.46,AK006,Prurigo nodularisÂ ,Preclinical,2/26/2024,"Preclinical data presented at AAAAI showed evidence of MRGPRX2 mast cell activation and activated macrophages on skin lesions, noted February 26, 2024.",90,127.71545,0,0,0,0,#DIV/0!,#DIV/0!,-0.082418612,-0.061201826,0,0,0
KRYS,157,KB407 - (CORAL-1),Cystic FibrosisÂ ,Phase 1,2/26/2024,"Phase 1 data reported that no severe or serious adverse events were observed in patients treated in Cohort 1, noted February 26, 2024.",28,4441.94071,68.4981,111.33,157,159.95,0.343747042,0.362362503,-0.082418612,-0.061201826,7.17239,0.05104,351.24511
TNYA,5.69,TN-301,Heart Failure with Preserved Ejection FractionÂ ,Preclinical,2/26/2024,"Preclinical data reported that treatment achieved comparable or superior efficacy and was shown to have a distinctive multi-modal mechanism of action versus empagliflozin, noted February 26, 2024.",162,438.12948,100.1762,5.22,5.69,6.61,0.086212846,0.236086252,-0.082418612,-0.061201826,3.47825,0.09021,2.83382
BGNE,160.26,BRUKINSA (zanubrutinib) + Obinutuzumab - (ROSEWOOD),Follicular Non-Hodgkin LymphomaÂ ,Approved,2/26/2024,"Approval noted February 26, 2024.",106,16759.66066,0,0,0,0,#DIV/0!,#DIV/0!,-0.082418612,-0.061201826,0,0,0
ONC,â€”,BRUKINSA (zanubrutinib) + Obinutuzumab - (ROSEWOOD),Follicular Non-Hodgkin LymphomaÂ ,Approved,2/26/2024,"Approval noted February 26, 2024.",110,16759.66066,47.0104,155.1,160.26,167.86,0.032727426,0.079060228,-0.082418612,-0.061201826,1.98601,0.16306,92.80593
TCRX,6.79,"TSC-100, TSC-101 - (ALLOHA)",Hematologic malignanciesÂ ,Phase 1,2/26/2024,"Phase 1 presented at Tandem Meetings showed that all eight (100%) treatment-arm patients are relapse-free and have achieved and maintained complete donor chimerism following treatment, noted February",56,324.72958,102.1748,6.76,6.79,7.12,0.004428052,0.051884835,-0.082418612,-0.061201826,0.50935,0.00016,0.84007
MTNB,0.27,Oral amphotericin b (MAT2203) - (EnACT),Cryptococcal meningitisÂ ,Phase 3,2/26/2024,"Phase 3 update from ongoing Compassionate/Expanded use access of the 19 patients enrolled in the program, 15 have available follow-up and 4 recently initiated or will soon commence treatment with MAT2",5,58.44415,267.5445,11.97,13.45,13.455,0.116575586,0.116947265,-0.082418612,-0.061201826,0.65451,0.01933,0.64075
JANX,15.1,PSMA-TRACTr (JANX007) - (ENGAGER-PSMA-01),Metastatic castration-resistant prostate cancer (mCPRC)Â ,Phase 1,2/26/2024,"Phase 1 updated clinical data at KOL illustrated a potential best-in-class profile: promising efficacy with favorable safety profile in heavily pretreated subjects with late-stage mCRPC, noted Februar",60,696.88655,87.6014,15.69,15.1,42.61,-0.038328823,0.999065401,-0.082418612,-0.061201826,5.30102,0.17205,11.50175
JANX,15.1,EGFR-TRACTr (JANX008),"Metastatic colorectal cancer (mCRC), squamous cell carcinoma of the head and neck (SCCHN) and non-small cell lung cancer (NSCLC)Â ",Phase 1,2/26/2024,"Phase 1 data at KOL display differentiated safety and encouraging signs of efficacy in heavily pretreated subjects with different solid tumor types, noted February 26, 2024.",60,696.88655,87.6014,15.69,15.1,42.61,-0.038328823,0.999065401,-0.082418612,-0.061201826,5.30102,0.17205,11.50175
GILD,71.36,Biktarvy,HIVÂ ,Approved,2/26/2024,"Approved for expanded indication to treat people with HIV (PWH) who have suppressed viral loads with known or suspected M184V/I resistance, noted February 26, 2024.",,90879.25824,25.3457,73.55,72.95,72.25,-0.008191172,-0.01783312,-0.082418612,-0.061201826,1.25723,0.08187,377.7305
NERV,2.8,Roluperidone (MIN-101),SchizophreniaÂ ,CRL,2/27/2024,"CRL issued by the FDA, noted February 27, 2024.",6,19.58154,164.8147,6.8,2.8,2.6,-0.887303195,-0.961411167,-0.042144317,-0.021545549,0.33862,0.03994,5.44997
VKTX,85.05,VK2735 - (VENTURE),ObesityÂ ,Phase 2,2/27/2024,"Phase 2 study met primary and all secondary endpoints, demonstrating reductions in body weight, noted February 27, 2024.",113,8667.8403,133.7011,38.48,85.05,87.9,0.793100693,0.826061179,-0.042144317,-0.021545549,11.79401,0.13229,5020.81346
TARS,39.22,TP-04 - (Galatea),RosaceaÂ ,Phase 2a,2/27/2024,Phase 2a topline data reported statistically significant improvements (p<0.05) in inflammatory lesions and Investigator's Global Assessment (IGA) score compared to vehicle at Week 12 TP-04 was genera,42,1342.06471,63.9681,33.16,39.22,35.77,0.167842491,0.075765223,-0.042144317,-0.021545549,16.54856,0.05322,98.80091
ACXP,3.13,Ibezapolstat,C. difficile InfectionÂ ,Phase 2b,2/27/2024,"Phase 2b FDA confirmed that trial adequate information was submitted for EoP2 meeting, noted February 27, 2024.",1,43.09372,132.286,65,62.6,59.8,-0.037621992,-0.083381609,-0.042144317,-0.021545549,2.18951,0.01744,0.56528
CGON,46.35,cretostimogene - (PIVOT-006) (EAP),Non-Muscle Invasive Bladder Cancer (NMIBC)Â ,Phase 3,2/27/2024,"Phase 3 dosing initiated, noted February 27, 2024.",76,3081.46439,0,46.01,46.35,41.49,0.007362528,-0.10340633,-0.042144317,-0.021545549,1.46491,0.37122,10.56289
PPBT,0.67,NT219 in combination with cetuximab,Recurrent/metastatic squamous cell carcinoma of the head and neck (R/M SCCHN)Â ,Phase 1,2/27/2024,"Phase 2 was well tolerated with anti-tumor activity at relevant higher dose levels observed with 29% Objective Response Rate (ORR) and 71% Disease Control Rate (DCR), noted February 27, 2024.",2,70.63308,74.5033,0.273,0.273,0.293,0,0.070700814,-0.042144317,-0.021545549,0,0.06711,0
GANX,4.63,"GT-02287, GT-02329",GBA1 and Idiopathic Parkinson's DiseaseÂ ,Phase 1,2/27/2024,"Phase 1 dosing initiated, noted February 27, 2024.",35,75.00307,75.2511,4.5,4.63,4.66,0.028479471,0.034938051,-0.042144317,-0.021545549,0.84936,0.00189,0.48479
PTN,2.45,PL9643 - (MELODY-1),Dry eye disease (DED)Â ,Phase 3,2/28/2024,"Phase 3 final results reported met the first co-primary endpoint in the Intent-to-Treat Analysis, however did not meet the co-primary endpoint showing superiority over vehicle, noted February 28, 2024.Â read less",46,70.68903,69.7187,0.059,0.06,0.066,0.016807118,0.112117298,0.044416421,0.02729099,0,0.00236,0.04342
IXHL,6.27,PSX-001 (Psilocybin treatment) - (PsiGAD2),Generalized anxiety disorder (GAD)Â ,Phase 2,2/28/2024,"Phase 2 topline data reported that the trial met its primary endpoint, noted February 28, 2024.",347,99.52442,183.2967,4.22,6.27,4.23,0.395941227,0.002366865,0.044416421,0.02729099,0.61248,0.01455,89.15146
CMPX,1.74,CTX-8371,Solid TumorsÂ ,Preclinical,2/28/2024,"Preclinical data reported that CTX-8371 demonstrates enhanced anti-tumor activity relative to approved anti-PD-1 blockers and anti-PD-L1 blockers in a series of in vitro and in vivo experimental settings, noted February 28, 2024.Â read less",138,221.77227,73.6305,1.76,1.74,1.96,-0.011428696,0.107630664,0.044416421,0.02729099,1.54758,0.04594,0.28337
SILO,1.62,SPC-15,Post-traumatic stress disorder (PTSD)Â ,Preclinical,2/28/2024,"Preclinical data reported rapid absorption of SPC-15 with good exposure over a 24-hour period, suggesting a once-per-day human intranasal dosing regimen would be optimal, noted February 28, 2024.",9,4.67532,66.2861,1.55,1.62,1.5299,0.044171218,-0.013052557,0.044416421,0.02729099,2.23434,0.13751,3.01777
HCM,15.21,Amdizalisib (HMPL-689),Follicular Lymphoma and Marginal Zone LymphomaÂ ,Phase 2,2/28/2024,"Phase 2 topline FL results reported that the trial met its primary endpoint, noted February 28, 2024.",174,2082.32107,51.6748,2.485,2.44,2.37,-0.01827462,-0.047382704,0.044416421,0.02729099,0,0.11973,0.13211
SNSE,0.84,Solnerstotug (formerly SNS-101) with Libtayo - (VISTA),One microsatellite stable (MSS) endometrial cancerÂ ,Phase 1,2/28/2024,"Phase 1 initial safety data reported that in the monotherapy dose escalation arm, 13/16 patients (81%) experienced at least one treatment-emergent adverse event (TEAE), with the majority of adverse events (AEs) Grade 1 or 2. In the combination dose escalation arm, 10/17 patients (59%) experienced at least one TEAE, with the majority of AEs Grade 1 or 2, noted February 28, 2024.Â read less",1,20.99706,92.5836,15.4,16.8,18.642,0.087011377,0.19104959,0.044416421,0.02729099,0.57242,0.15126,0.15641
REGN,987.61,Solnerstotug (formerly SNS-101) with Libtayo - (VISTA),One microsatellite stable (MSS) endometrial cancerÂ ,Phase 1,2/28/2024,"Phase 1 initial safety data reported that in the monotherapy dose escalation arm, 13/16 patients (81%) experienced at least one treatment-emergent adverse event (TEAE), with the majority of adverse events (AEs) Grade 1 or 2. In the combination dose escalation arm, 10/17 patients (59%) experienced at least one TEAE, with the majority of AEs Grade 1 or 2, noted February 28, 2024.Â read less",105,106130.4431,16.8107,993.35,987.61,972.1,-0.005795186,-0.021624389,0.044416421,0.02729099,1.27527,0.13895,479.97155
VANI,3.74,NPM-115 (exenatide implant) - (LIBERATE-1),Subdermal implants in development for chronic weight managementÂ ,Preclinical,2/28/2024,"Preclinical data showed that implant generated significant weight loss comparable to injectable semaglutide (Ozempic/Wegovy) from a single administration with expected twice-yearly dosing, noted February 28, 2024.Â read less",59,190.83372,192.7424,1.01,3.74,2.21,1.309135281,0.783042185,0.044416421,0.02729099,0.3625,0.00057,556.55458
AVIR,4.37,Bemnifosbuvir and ruzasvir (RZR) - (C-FORWARD),Hepatitis C Virus (HCV)Â ,Phase 2,2/28/2024,"Phase 2 final data from the 60-patient lead-in cohort reported that the SVR4 rate exceeded the protocol-defined efficacy criterion of â‰¥90% SVR4 for continuing the study, noted February 28, 2024.",79,367.79906,47.7314,4.56,4.37,4.03,-0.042559614,-0.123556248,0.044416421,0.02729099,1.92715,0.03677,3.66716
BLRX,1.32,"Motixafortide (BL-8040), gemcitabine, nab-paclitaxel and LIBTAYO (cemiplimab) - (Columbia University trial) - (CheMo4METPANC)",First-line pancreatic ductal adenocarcinoma (PDAC)Â ,Phase 2,2/28/2024,"Phase 2 trial initiated, noted February 28, 2024.",3,342.27559,78.981,0.299,0.315,0.318,0.052129065,0.061607809,0.044416421,0.02729099,0,0.00678,0.48022
KANT,â€”,KVA12123 with KEYTRUDA (pembrolizumab) - (VISTA-101),Solid tumorsÂ ,Phase 1/2,2/29/2024,"Phase 1/2 initial data reported a partial Response in 1 patient with a PD-L1 negative mucoepidermoid carcinoma and a 54% reduction in target lesions and a complete response in non-target lesions, noted March 12, 2024. Phase 1/2 new enrollment terminated, noted February 29, 2024.Â read less",13,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,0,0.027357936,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
IMUX,1.47,IMU-838 - (CALLIPER),Progressive Multiple SclerosisÂ ,Phase 2,2/29/2024,"Phase 2 interim data presented at ACTRIMS reported that serum NfL was decreased in the treatment group by 22.4%, noted February 29, 2024.",98,131.74601,78.4561,1.4,1.465,1.46,0.045383006,0.041964199,0,0.027357936,2.80674,0.13566,0.96432
IMUX,1.47,IMU-838 - (CALVID-1),COVID-19Â ,Phase 2,2/29/2024,"Additional Phase 2 data reported that 80% of patients who received placebo reported fatigue, compared to 50% who received 45 mg vidofludimus calcium, noted February 29, 2024.",98,131.74601,78.4561,1.4,1.465,1.46,0.045383006,0.041964199,0,0.027357936,2.80674,0.13566,0.96432
IRWD,9.43,Apraglutide - (STARS),Short Bowel Syndrome with Intestinal Failure (SBS-IF)Â ,Phase 3,2/29/2024,"Phase 3 top-line data reported that the trial met its primary endpoint, however two key secondary endpoints were specific to colon-in-continuity patients in assessing at least one day/week off PS versus baseline and reaching enteral autonomy at week 48, both of which were not achieved, noted February 29, 2024.Â read less",162,1476.06515,78.162,15.12,9.43,8.93,-0.472122274,-0.526601976,0,0.027357936,9.96442,0.04938,297.32597
CLNN,8.05,CNM-Au8 - (VISIONARY-MS),Multiple SclerosisÂ ,Phase 2,2/29/2024,"Phase 2 full clinical results presented at ACTRIMS Forum reported that treatment demonstrated significant improvement of vision as measured by low contrast letter acuity (LCLA) through 35 months from randomization, noted February 29, 2024.Â read less",9,51.67444,111.9083,8.68,8.048,8.13,-0.075597915,-0.065460605,0,0.027357936,0.17811,0.03295,0.70426
IMNN,1.14,IMNN-101 - (IMUNON),SARS-CoV-2 variant XBB.1.5Â ,Preclinical,2/29/2024,"Challenge study data reported that a single dose produced IgG neutralizing antibody and T-cell responses, noted February 29, 2024.",2,10.71518,85.7357,12.7826,14.86956,12.7826,0.151231299,0,0,0.027357936,5.53814,0.02506,1.07745
CUE,2.08,CUE-101 and KEYTRUDA (pembrolizumab) - (KEYNOTE-A78),HPV16+ head and neck cancerÂ ,Phase 1,2/29/2024,"Phase 1 data reported from the Multi-disciplinary Head and Neck Cancers Symposium that overall response rate (ORR) of 47% in first line (1L) patients treated with CUE-101 and pembrolizumab, compared to the historical ORR of 19% reported in the KEYNOTE-48 trial, noted February 29, 2024.Â read less",76,93.63081,77.9897,2.12,2.075,1.97,-0.021454935,-0.073382546,0,0.027357936,8.44038,0.19909,0.33103
CRDF,1.77,"Onvansertib, FOLFIRI and AVASTIN (bevacizumab) - (ONSEMBLE)",KRAS-Mutated Colorectal CancerÂ ,Phase 2,2/29/2024,"Phase 2 data reported a 50% ORR rate in Bev Naive patients and 0% ORR in Bev Exposed patients, noted February 29, 2024.",66,78.8552,78.2095,1.82,1.765,3.51,-0.030685811,0.656779536,0,0.027357936,2.65794,0.06812,3.4809
TGTX,17.22,BRIUMVI (ublituximab-xiiy) - (ENHANCE),Relapsing forms of Multiple Sclerosis (RMS)Â ,Phase 3,2/29/2024,"Phase 3b data presented at ACTRIMS reported that 18 (86%) of participants completed the infusion without interruption or slowing, with a median infusion duration of 60 min, noted February 29, 2024.",158,2493.14094,85.1538,17.63,17.22,18,-0.023530497,0.020769761,0,0.027357936,24.71081,0.15503,106.8718
RYTM,43.42,Setmelanotide - (DAYBREAK),Variants in one of 31 additional genes with MC4R pathway relevanceÂ ,Phase 2,2/29/2024,"Phase 2 data showed that nearly 97% of followed patients were relapse-free at 90 days post Zeposia discontinuation; patients that did relapse showed no evidence of rebound effect, noted February 29, 2024.Â read less",66,2611.30029,63.2772,44.38,43.42,41.67,-0.021868753,-0.063007472,0,0.027357936,14.56852,0.14954,22.77058
ATRA,19.45,ATA3219,"B-cell non-Hodgkin's lymphoma (NHL), Lupus NephritisÂ ",IND-Enabling,2/29/2024,"IND cleared by the FDA, noted February 29, 2024",7,79.29551,267.3769,19.0125,19.45,17.4075,0.022750412,-0.08819551,0,0.027357936,10.66789,0.03106,4.2351
CGEM,18.51,CLN-619 - (MICB),Relapsed or Refractory Multiple MyelomaÂ ,IND-Enabling,3/1/2024,"IND Clearaed by the FDA, noted March 1, 2024.",59,791.86972,60.4564,18.47,18.51,16.79,0.002163332,-0.095364323,-0.023199635,-0.005370637,1.83242,0.07541,8.38808
BIVI,1.89,NE3107,Parkinson's diseaseÂ ,Phase 2a,3/1/2024,"Additional Phase 2a data reported significant improvement of -2.4 points for the sleep/fatigue domain of the Non-Motor Symptom Scale (NMSS) in Parkinson's Disease, whereas placebo patients experienced a worsening of +1.0 points, noted March 1, 2024Â read less",7,75.41421,181.5353,124,189,71.8,0.421465449,-0.54639709,-0.023199635,-0.005370637,2.57721,0.00233,175.17597
BIVI,1.89,NE3107,Alzheimerâ€™s diseaseÂ ,Phase 3,3/1/2024,"Additional Phase 3 data reported that due to the exclusion of data from so many sites the trial missed statistical significance but showed promising directional data on cognitive and functional measures. NE3107-treated patients saw an advantage compared to placebo of -0.95 (68% slowing of decline) on CDR-SB, -0.94 (26%) on ADAS-COG-12, -0.43 (139%) on ADAS-CGIC, -0.03 (27%) on ADCOMS, +1.02 (40%) on MMSE, and +3.08 (47%) on ADCS-ADL, noted March 1, 2024.Â read less",7,75.41421,181.5353,124,189,71.8,0.421465449,-0.54639709,-0.023199635,-0.005370637,2.57721,0.00233,175.17597
KRBP,2.36,Deltacel-01 - (KB-GDT-01),Stage 4 Metastatic Non-Small Cell Lung CancerÂ ,Phase 1,3/1/2024,"Phase 1 third patient enrolled completed treatment, noted March 1, 2024",1,3.04024,0,0,0,0,#DIV/0!,#DIV/0!,-0.023199635,-0.005370637,0,0,0
LEXX,2.92,HYPER-H23-1 (DehydraTECH-CBD),HypertensionÂ ,IND-Enabling,3/1/2024,"IND Cleared by the FDA, noted March 1, 2024",19,35.03684,103.6784,3.45,2.92,5.5,-0.166790615,0.466373861,-0.023199635,-0.005370637,5.71471,0.00887,4.70875
SLS,1,Tambiciclib (SLS009) (GFH009) with venetoclax,"Hematologic malignancies, acute myeloid leukemia (AML), chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL) and lymphomaÂ ",Phase 1,3/1/2024,"Phase 1 dose-escalation topline data for the heavily pretreated AML patients showed evidence of anti-tumor activity increasing with higher dose levels and no significant safety issues. Treatment with SLS009 resulted in a complete remission (CR) with no minimal residual disease (MRD) after three cycles as a monotherapy in an AML patient who had failed prior venetoclax plus azacytidine (aza/ven) therapy. The CR lasted eight months with the patient achieving one year survival at the latest assessment. This is the first time that a relapsed/refractory (r/r) AML patient achieved a CR with CDK9 inhibition monotherapy. Notably, the median survival for patients relapsed after aza/ven therapy is approximately 2.5 months. All key study objectives were met regarding pharmacokinetic (PK), pharmacodynamic (PD), safety, and clinical activity, noted March 1, 2024.Â read less",105,42.26289,115.3931,1.01,1,1.26,-0.009950331,0.22116139,-0.023199635,-0.005370637,9.19793,0.1291,1.08164
JNJ,160.8,RYBREVANT (amivantamab) - (PAPILLON),Non-small cell lung cancerÂ ,Approved,3/1/2024,"FDA approved on March 1, 2024.",,390509.343,13.2816,161.38,162.12,159.52,0.004574969,-0.011592526,-0.023199635,-0.005370637,0.45519,0.1225,919.24229
WHWK,â€”,Nab-sirolimus - (AMPECT),Malignant PEComa (Perivascular epithelioid cell tumour)Â ,Phase 2,3/1/2024,"Phase 2 long-term efficacy and safety results demonstrated 40 months median duration of response and median survival >53 months, noted March 1, 2024.",47,47.08965,133.2758,1.97,1.92,2.14,-0.025708357,0.082772286,-0.023199635,-0.005370637,4.03782,0.01134,5.26143
