Ticker,Company,Price,Drug,Indication,Stage,Date,Catalyst,Shares
TGTX,TG Therapeutics Inc.,17.22,BRIUMVI (ublituximab-xiiy) - (ENHANCE),Relapsing forms of Multiple Sclerosis (RMS) ,Phase 3,29/02/2024 ET,"Phase 3b data presented at ACTRIMS reported that 18 (86%) of participants completed the infusion without interruption or slowing, with a median infusion duration of 60 min, noted February 29, 2024.",158.67M
Add to portfolio,,,View Clinical Trial Data,,,,,
RYTM,Rhythm Pharmaceuticals Inc.,43.42,Setmelanotide - (DAYBREAK),Variants in one of 31 additional genes with MC4R pathway relevance ,Phase 2,29/02/2024 ET,"Phase 2 data showed that nearly 97% of followed patients were relapse-free at 90 days post Zeposia discontinuation; patients that did relapse showed no evidence of rebound effect, noted February 29, 2024. read less",66.42M
Add to portfolio,,,View Clinical Trial Data,,,,,
ATRA,Atara Biotherapeutics Inc.,19.45,ATA3219,"B-cell non-Hodgkin's lymphoma (NHL), Lupus Nephritis ",IND-Enabling,29/02/2024 ET,"IND cleared by the FDA, noted February 29, 2024",7.02M
Add to portfolio,,,,,,,,
CGEM,Cullinan Therapeutics Inc.,18.51,CLN-619 - (MICB),Relapsed or Refractory Multiple Myeloma ,IND-Enabling,01/03/2024 ET,"IND Clearaed by the FDA, noted March 1, 2024.",59.07M
Add to portfolio,,,,,,,,
BIVI,BioVie Inc.,1.89,NE3107,Parkinson's disease ,Phase 2a,01/03/2024 ET,"Additional Phase 2a data reported significant improvement of -2.4 points for the sleep/fatigue domain of the Non-Motor Symptom Scale (NMSS) in Parkinson's Disease, whereas placebo patients experienced a worsening of +1.0 points, noted March 1, 2024 read less",7.53M
Add to portfolio,,,,,,,,
BIVI,BioVie Inc.,1.89,NE3107,Alzheimer’s disease ,Phase 3,01/03/2024 ET,"Additional Phase 3 data reported that due to the exclusion of data from so many sites the trial missed statistical significance but showed promising directional data on cognitive and functional measures. NE3107-treated patients saw an advantage compared to placebo of -0.95 (68% slowing of decline) on CDR-SB, -0.94 (26%) on ADAS-COG-12, -0.43 (139%) on ADAS-CGIC, -0.03 (27%) on ADCOMS, +1.02 (40%) on MMSE, and +3.08 (47%) on ADCS-ADL, noted March 1, 2024. read less",7.53M
Add to portfolio,,,,,,,,
KRBP,Kiromic BioPharma Inc.,2.36,Deltacel-01 - (KB-GDT-01),Stage 4 Metastatic Non-Small Cell Lung Cancer ,Phase 1,01/03/2024 ET,"Phase 1 third patient enrolled completed treatment, noted March 1, 2024",1.53M
Add to portfolio,,,FTD,,,,,
LEXX,Lexaria Bioscience Corp.,2.92,HYPER-H23-1 (DehydraTECH-CBD),Hypertension ,IND-Enabling,01/03/2024 ET,"IND Cleared by the FDA, noted March 1, 2024",19.56M
Add to portfolio,,,,,,,,
SLS,SELLAS Life Sciences Group Inc.,1,Tambiciclib (SLS009) (GFH009) with venetoclax,"Hematologic malignancies, acute myeloid leukemia (AML), chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL) and lymphoma ",Phase 1,01/03/2024 ET,"Phase 1 dose-escalation topline data for the heavily pretreated AML patients showed evidence of anti-tumor activity increasing with higher dose levels and no significant safety issues. Treatment with SLS009 resulted in a complete remission (CR) with no minimal residual disease (MRD) after three cycles as a monotherapy in an AML patient who had failed prior venetoclax plus azacytidine (aza/ven) therapy. The CR lasted eight months with the patient achieving one year survival at the latest assessment. This is the first time that a relapsed/refractory (r/r) AML patient achieved a CR with CDK9 inhibition monotherapy. Notably, the median survival for patients relapsed after aza/ven therapy is approximately 2.5 months. All key study objectives were met regarding pharmacokinetic (PK), pharmacodynamic (PD), safety, and clinical activity, noted March 1, 2024. read less",105.3M
Add to portfolio,,,ODD,,,,,
,,,FTD,,,,,
,,,RPDD,,,,,
JNJ,Johnson & Johnson,160.8,RYBREVANT (amivantamab) - (PAPILLON),Non-small cell lung cancer ,Approved,01/03/2024 ET,"FDA approved on March 1, 2024.",2.41B
Add to portfolio,,,,,,,,
WHWK,Whitehawk Therapeutics Inc.,—,Nab-sirolimus - (AMPECT),Malignant PEComa (Perivascular epithelioid cell tumour) ,Phase 2,01/03/2024 ET,"Phase 2 long-term efficacy and safety results demonstrated 40 months median duration of response and median survival >53 months, noted March 1, 2024.",47.13M
Add to portfolio,,,,,,,,
RNA,Avidity Biosciences Inc.,18.86,Delpacibart etedesiran (del-desiran) - (MARINA-OLE),Myotonic dystrophy type 1 (DM1) ,Phase 2,04/03/2024 ET,"Phase 2 preliminary data anticipated at the MDA conference showed reversal of disease progression in multiple functional measures, noted March 4, 2024.",128.65M
Add to portfolio,,,BTD,,,,,
NVO,Novo Nordisk A/S,—,Efruxifermin - (HARMONY),Nonalcoholic Steatohepatitis ,Phase 2b,04/03/2024 ET,"Phase 2b 96-week results reported that the 50mg (75%, p<0.001) and 28mg (46%, p=0.07) EFX groups demonstrated ≥1 stage improvement in fibrosis without worsening of MASH, approximately three- and two-fold the placebo rate (24%), noted March 4, 2024. read less",4.47B
Add to portfolio,,,FTD,,,,,
,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
AKRO,Akero Therapeutics Inc.,31.07,Efruxifermin - (HARMONY),Nonalcoholic Steatohepatitis ,Phase 2b,04/03/2024 ET,"Phase 2b 96-week results reported that the 50mg (75%, p<0.001) and 28mg (46%, p=0.07) EFX groups demonstrated ≥1 stage improvement in fibrosis without worsening of MASH, approximately three- and two-fold the placebo rate (24%), noted March 4, 2024. read less",79.99M
Add to portfolio,,,FTD,,,,,
,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
CLRB,Cellectar Biosciences Inc.,4.24,CLR 131 (iopofosine) in combination with external beam radiation (EBRT),Head & neck cancer ,Phase 1,04/03/2024 ET,"Phase 1 data reported the complete remission was achieved in 64% of patients, with an ORR of 73%, noted March 4, 2024.",3.19M
Add to portfolio,,,,,,,,
NVS,Novartis AG,98.29,Zolgensma (onasemnogene abeparvovec) - (SMART),Spinal muscular atrophy (SMA) ,Phase 3,04/03/2024 ET,"Phase 3b data reported that nearly all patients treated maintained or improved motor milestones after 52 weeks, with most switching to the one-time gene therapy from another chronically administered disease-modifying therapy, noted March 4, 2024. read less",1.98B
Add to portfolio,,,,,,,,
INDP,Indaptus Therapeutics Inc.,2.36,Decoy-20 - (INDP-D101),Advanced/metastatic solid tumors ,Phase 1,04/03/2024 ET,"Phase 1 data following completion of second cohort trial of Decoy 20 leads the independent Safety Review Committee to recommend initiating a multi-dosing cohort, noted March 4, 2024. Single dose cohort data expected to be published at a scientific conference in 2024 read less",1.11M
Add to portfolio,,,,,,,,
BCDA,BioCardia Inc.,6.83,CardiAMP (BCDA-01),Ischemic Heart Failure ,Phase 3,04/03/2024 ET,"Phase 3 data reported that patients had 37% relative risk reduction in heart death equivalent and 9% relative risk reduction in non-fatal major adverse cardiac and cerebrovascular events (MACCE) at mean 20-month follow-up compared to control patients on guideline-directed heart medications alone, noted March 4, 2024. read less",5.8M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
VTVT,vTv Therapeutics Inc.,14.01,Cadisegliatin (TTP399),Type 1 Diabetes ,Phase 3,04/03/2024 ET,"Phase 3 announced the submission of the study protocol to the FDA to initiate the trial, noted March 4, 2024.",3.19M
Add to portfolio,,,View Clinical Trial Data,,,,,
LNTH,Lantheus Holdings Inc.,65.36,DEFINITY (Perflutren Lipid Microsphere),Ultrasound enhancing agent for use in pediatric patients with suboptimal echocardiograms ,Approved,04/03/2024 ET,"FDA approved on March 4, 2024.",67.99M
Add to portfolio,,,,,,,,
MTEM,Molecular Templates Inc.,3.85,MT-6402,Solid tumors ,Phase 1,04/03/2024 ET,"Phase 1 dose-escalation data showed that treatment appears generally well-tolerated at the 63 and 83 mcg/kg doses with no Grade 4 or Grade 5 adverse events and no instances of CLS seen at any dose, noted March 4, 2024. read less",6.58M
Add to portfolio,,,FTD,,,,,
NRXP,NRX Pharmaceuticals Inc.,5.2,NRX-101,Bipolar Depression and Suicidal Ideation ,Phase 2/3,04/03/2024 ET,"Phase 2/3 last patient dosed, noted March 4, 2024.",19.71M
Add to portfolio,,,BTD,,,,,
,,,FTD,,,,,
,,,View Clinical Trial Data,,,,,
PCVX,Vaxcyte Inc.,71.55,VAX-24,Pneumococcal Disease in infants ,Phase 2,04/03/2024 ET,"Phase 2 enrollment completed, noted March 4, 2024.",129.82M
Add to portfolio,,,,,,,,
BCDA,BioCardia Inc.,6.83,Allogeneic CardiALLO,Heart failure ,Phase 1/2,04/03/2024 ET,"Data presented at the Technology and Heart Failure Therapeutics Conference (THT) reported that first patient has been enrolled and treated in the low dose group and is doing well clinically, noted March 4, 2024. read less",5.8M
Add to portfolio,,,,,,,,
GSK,GSK plc American Depositary Shares (Each representing two),42.09,"Cabenuva (cabotegravir, rilpivirine) - (CAB-ULA)",HIV treatment and prevention dosed at intervals of at least four months ,Phase 1,04/03/2024 ET,"Phase 1 data show for the first time a new ultra-long-acting cabotegravir formulation (CAB-ULA) that doubles the current dosing interval, noted March 4, 2024.",2.03B
Add to portfolio,,,,,,,,
PFE,Pfizer Inc.,25.51,"Cabenuva (cabotegravir, rilpivirine) - (CAB-ULA)",HIV treatment and prevention dosed at intervals of at least four months ,Phase 1,04/03/2024 ET,"Phase 1 data show for the first time a new ultra-long-acting cabotegravir formulation (CAB-ULA) that doubles the current dosing interval, noted March 4, 2024.",5.69B
Add to portfolio,,,,,,,,
APGE,Apogee Therapeutics Inc.,59.3,APG777 - (APEX),"Healthy volunteers, Atopic dermatitis (AD) ",Phase 1,05/03/2024 ET,"Phase 1 interim data reported a half-life of approximately 75 days across doses tested and Pharmacodynamic (PD) data showed deep and sustained inhibition of key AD biomarkers pSTAT6 and TARC for ~3 months, noted March 5, 2024. read less",59.6M
Add to portfolio,,,,,,,,
GSK,GSK plc American Depositary Shares (Each representing two),42.25,Cabotegravir ultra long-acting (CAB-ULA) - (4 month dosing),HIV ,Phase 1,05/03/2024 ET,"Phase 1 data reported that intramuscular dosing of CAB-ULA has a safety and pharmacokinetic (PK) profile that supports a longer dose interval, noted March 5, 2024.",2.03B
Add to portfolio,,,,,,,,
NVO,Novo Nordisk A/S,123.76,Semaglutide - (FLOW),Renal impairment in people with type 2 diabetes and chronic kidney disease (CKD) ,Phase 3,05/03/2024 ET,"Phase 3 trial stopped early due to efficacy, based on a recommendation from an Independent Data Monitoring Committee. The trial achieved its primary endpoint by demonstrating a statistically significant and superior reduction in kidney disease progression, major adverse cardiovascular events (MACE) and death of 24% for people treated with semaglutide 1.0 mg compared to placebo, noted March 5, 2024. read less",4.47B
Add to portfolio,,,,,,,,
CASI,CASI Pharmaceuticals Inc.,5.66,BI-1206 with rituximab - (China trial),Non-Hodgkin's Lymphoma (NHL) ,Phase 1,05/03/2024 ET,"Phase 1 initial data showed promising responses including a long-lasting complete response for patients with difficult-to-treat disease, noted March 5, 2024.",15.49M
Add to portfolio,,,,,,,,
MNPR,Monopar Therapeutics Inc.,1.06,MNPR-101-Zr (uPAR),Solid tumors ,Preclinical,05/03/2024 ET,"Addtional preclinical data demonstrated highly preferential uptake in the tumor. The new imaging data released today support the tumor-targeting ability of MNPR-101, noted March 5, 2024.",6.17M
Add to portfolio,,,,,,,,
ALNY,Alnylam Pharmaceuticals Inc.,149.68,Zilebesiran - (KARDIA-2),Hypertension ,Phase 2,05/03/2024 ET,"Phase 2 trial met the primary endpoint, noted March 5, 2024.",131.08M
Add to portfolio,,,,,,,,
RGNX,REGENXBIO Inc.,24.61,RGX-202 - (AFFINITY DUCHENNE),Duchenne Muscular Dystrophy (DMD) ,Phase 1/2,05/03/2024 ET,"Phase 1/2 new three-month assessment in first patient at dose level 2 demonstrates robust microdystrophin expression. Patient aged 12 years at dosing had expression level at 75.7% of control, noted March 5, 2024. read less",50.51M
Add to portfolio,,,ODD,,,,,
,,,FTD,,,,,
CRVO,CervoMed Inc.,13,Neflamapimod - (AscenD-LB),Dementia with Lewy bodies (DLB) ,Phase 2a,05/03/2024 ET,"Phase 2a data presented at AD/PD reported that there was a mean 3.7 pg/mL increase GFAP levels in placebo vs. mean 12.3 pg/mL reduction with neflamapimod, noted March 5, 2024.",9.25M
Add to portfolio,,,,,,,,
GANX,Gain Therapeutics Inc.,4.66,"GT-02287, GT-02329",GBA1 and Idiopathic Parkinson's Disease ,Preclinical,05/03/2024 ET,"Preclinical data presented at AD/PD reported that GT-02287, through its interaction with glucocerebrosidase (GCase) in the endoplasmic reticulum (ER), aids correct GCase folding, preventing ER retention, ER stress, and ER-associated degradation of mutated GCase enzyme, noted March 5, 2024. read less",35.95M
Add to portfolio,,,,,,,,
IMMP,Immutep Limited,2.61,Eftilagimod Alpha with weekly paclitaxel - (AIPAC-003),Metastatic breast cancer (MBC) ,Phase 2/3,05/03/2024 ET,"Phase 2/3 90mg data reported a 50% overall response rate, including one complete response and two partial responses, and a 100% disease control rate overall, noted March 5, 2024.",145.46M
Add to portfolio,,,FTD,,,,,
LLY,Eli Lilly and Company,776.31,Rezpegaldesleukin (LY3471851) - (REZOLVE-AA),Severe to very severe alopecia areata (AA) ,Phase 2b,05/03/2024 ET,https://www.biopharmcatalyst.com/company/NKTR/news/189917,946.46M
Add to portfolio,,,FTD,,,,,
NKTR,Nektar Therapeutics,0.88,Rezpegaldesleukin (LY3471851) - (REZOLVE-AA),Severe to very severe alopecia areata (AA) ,Phase 2b,05/03/2024 ET,https://www.biopharmcatalyst.com/company/NKTR/news/189917,19.02M
Add to portfolio,,,FTD,,,,,
ONCY,Oncolytics Biotech Inc.,1.03,mFOLFIRINOX +/- atezolizumab and pelareorep - (PanCAN),Pancreatic Ductal Adenocarcinoma (PDAC) ,Phase 1/2,05/03/2024 ET,"Company submitted an amendment to GOBLET to initiate a new Phase 1/2 cohort, noted March 5, 2024.",100.36M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
LIPO,Lipella Pharmaceuticals Inc.,0.81,LP-410,Graft-Versus-Host Disease (GVHD) ,IND-Enabling,05/03/2024 ET,"IND cleared by the FDA noted, March 5, 2024.",4.62M
Add to portfolio,,,ODD,,,,,
IBRX,ImmunityBio Inc.,4.82,Anktiva (N-803),HIV ,Phase 1,05/03/2024 ET,"Phase 1 pilot study experienced a marked decrease in the burden of infection, and the procedures were found to be safe and well tolerated, noted March 5, 2024.",945.25M
Add to portfolio,,,View Clinical Trial Data,,,,,
OPK,Opko Health Inc.,0.93,SAR441236,human immunodeficiency virus (HIV) ,Phase 1,05/03/2024 ET,"Phase 1 study delivers first clinical safety and pharmacokinetic data as proof of concept for the use of multispecific antibodies in humans, noted March 5, 2024.",793.78M
Add to portfolio,,,,,,,,
GILD,Gilead Sciences Inc.,71.4,Bictegravir and Lenacapavir - (ARTISTRY-1),HIV ,Phase 2/3,05/03/2024 ET,"Phase 2/3 data reported that all three treatment groups had robust virologic suppression at six months, with consistently low viral loads throughout the study, noted March 5, 2024.",1.24B
Add to portfolio,,,,,,,,
NVS,Novartis AG,98.42,Wyost (denosumab-bddz) and Jubbonti (denosumab-bddz) interchangeable,multiple myeloma and in patients with bone metastases from solid tumors ,Approved,05/03/2024 ET,"FDA biosimilar of Xgeva (denosumab) and Prolia (denosumab) approved on March 5, 2024.",1.98B
Add to portfolio,,,,,,,,
BTAI,BioXcel Therapeutics Inc.,2.96,BXCL501 - (SERENITY III),Agitation associated with bipolar I or II disorder or schizophrenia ,Phase 3,06/03/2024 ET,"A Type C meeting with FDA feedback resulted in an amended Phase 3 trial planned for the at-home setting, noted March 6, 2024.",14.56M
Add to portfolio,,,,,,,,
VNDA,Vanda Pharmaceuticals Inc.,3.91,HETLIOZ (tasimelteon),Insomnia ,CRL,06/03/2024 ET,"CRL issued by FDA on March 6, 2024.",59.09M
Add to portfolio,,,,,,,,
BMEA,Biomea Fusion Inc.,15.8,Icovamenib (BMF-219) - (COVALENT-111),"Healthy volunteers, type 2 diabetes ",Phase 1/2,06/03/2024 ET,"Phase 1/2 data presented at ATTD reported that across 100mg QD, 200mg QD, and 100mg BID cohorts, 38% of patients had ≥0.5% HbA1c reduction, and 23% of patients had ≥1.0% HbA1c reduction at Week 26, noted March 6, 2024. read less",59.51M
Add to portfolio,,,,,,,,
XOMA,XOMA Royalty Corporation,25,RZ358 - (sunRIZE),"Congenital hyperinsulinism (HI), non-islet cell tumors (NICTs) that have uncontrolled hypoglycemia ",Preclinical,06/03/2024 ET,"Preclinical data reported that data demonstrated the ability of RZ358 to similarly blunt both IGF-2 and insulin-mediated insulin-receptor signaling, at levels of these ligands that are disease-relevant in humans, noted March 6, 2024. read less",12.09M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
RZLT,Rezolute Inc.,1.8,RZ358 - (sunRIZE),"Congenital hyperinsulinism (HI), non-islet cell tumors (NICTs) that have uncontrolled hypoglycemia ",Preclinical,06/03/2024 ET,"Preclinical data reported that data demonstrated the ability of RZ358 to similarly blunt both IGF-2 and insulin-mediated insulin-receptor signaling, at levels of these ligands that are disease-relevant in humans, noted March 6, 2024. read less",90.81M
Add to portfolio,,,BTD,,,,,
,,,View Clinical Trial Data,,,,,
KURA,Kura Oncology Inc.,22.7,KO-2806 and adagrasib in combination with cabozantinib - (FIT-001),Clear cell renal cell carcinoma (ccRCC) ,Phase 1,06/03/2024 ET,"Phase 1 dosing initiated, noted March 6, 2024.",86.8M
Add to portfolio,,,,,,,,
BMY,Bristol-Myers Squibb Company,51.98,KO-2806 and adagrasib in combination with cabozantinib - (FIT-001),Clear cell renal cell carcinoma (ccRCC) ,Phase 1,06/03/2024 ET,"Phase 1 dosing initiated, noted March 6, 2024.",2.04B
Add to portfolio,,,,,,,,
ASLN,ASLAN Pharmaceuticals Limited,5.35,eblasakimab versus dupilumab,human tissue model of chronic obstructive pulmonary disease (COPD) ,Preclinical,06/03/2024 ET,"Preclinical new translational data from a head-to-head study of eblasakimab and dupilumab in a human tissue model of COPD shows eblasakimab performed better than dupilumab in improving airway function and enhancing bronchodilation at the same concentrations, noted March 6, 2024. read less",2.83M
